DATETIME,CATEGORY,DESCRIPTION,UNIT_PRICE,QUANTITY,PAYMENT_TYPE,CARD_NUM,EMPLOYEE_ID
2023-04-21 18:24:33,drinks,ICED MOCHA,10.99,1,credit card,30187061400171,200-56-4822
2023-04-21 18:28:43,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,4115337023193584,762-73-7450
2023-04-21 18:29:40,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,3537412812525825,762-73-7450
2023-04-21 18:31:15,drinks,CAFFÈ MOCHA,9.55,1,cash,-,091-03-7144
2023-04-21 18:31:46,drinks,ESPRESSO,7.99,2,credit card,30566828082150,091-03-7144
2023-04-21 18:35:06,drinks,FRAPPÉ,11.05,2,credit card,3501281817645066,200-56-4822
2023-04-21 18:38:52,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,6011727759070917,762-73-7450
2023-04-21 18:42:03,drinks,CAFFÈ LATTE,8.99,2,credit card,4386611869257381275,200-56-4822
2023-04-21 18:42:17,drinks,ICED MOCHA,10.99,1,credit card,3550719495058664,091-03-7144
2023-04-21 18:43:37,drinks,CAFFÈ LATTE,8.99,2,credit card,4764654457941,200-56-4822
2023-04-21 18:43:39,sandwiches,EGG SANDWICH,5.99,1,credit card,6541784294544665,200-56-4822
2023-04-21 18:43:52,drinks,ICED MOCHA,10.99,2,credit card,2223251686958766,762-73-7450
2023-04-21 18:44:12,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4561640568678862649,200-56-4822
2023-04-21 18:46:13,drinks,CAPPUCCINO,9.99,1,credit card,30467004982265,091-03-7144
2023-04-21 18:47:39,drinks,ESPRESSO,7.99,2,credit card,2710805239959686,762-73-7450
2023-04-21 18:50:59,drinks,CAFFÈ LATTE,8.99,2,credit card,2679331325887680,091-03-7144
2023-04-21 18:51:12,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,3511862972709371,762-73-7450
2023-04-21 18:53:13,drinks,ESPRESSO,7.99,1,credit card,4523959054378127307,762-73-7450
2023-04-21 18:53:46,sandwiches,EGG SANDWICH,5.99,1,cash,-,762-73-7450
2023-04-21 18:57:57,sandwiches,EGG SANDWICH,5.99,1,cash,-,091-03-7144
2023-04-21 18:58:39,sandwiches,GRILLED CHEESE,5.99,3,credit card,3527292000401670,091-03-7144
2023-04-21 18:59:35,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,6011396732222506,200-56-4822
2023-04-21 18:59:53,drinks,ESPRESSO,7.99,2,credit card,2243452861002760,200-56-4822
2023-04-21 19:09:52,sandwiches,EGG SANDWICH,5.99,1,cash,-,091-03-7144
2023-04-21 19:13:16,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4089666226337974,762-73-7450
2023-04-21 19:13:59,drinks,ESPRESSO,7.99,2,credit card,6535285794080687,200-56-4822
2023-04-21 19:19:05,drinks,CAFFÈ LATTE,8.99,2,cash,-,091-03-7144
2023-04-21 19:19:09,sandwiches,NUTELLA SANDWICH,5.99,3,cash,-,091-03-7144
2023-04-21 19:27:27,drinks,FRAPPÉ,11.05,2,cash,-,762-73-7450
2023-04-21 19:27:36,drinks,ESPRESSO,7.99,1,credit card,567264448299,200-56-4822
2023-04-21 19:30:40,sandwiches,GRILLED CHEESE,5.99,1,credit card,3559309317457731,091-03-7144
2023-04-21 19:32:26,drinks,FRAPPÉ,11.05,2,credit card,676216346244,762-73-7450
2023-04-21 19:35:38,drinks,FRAPPÉ,11.05,1,cash,-,091-03-7144
2023-04-21 19:37:20,drinks,ESPRESSO,7.99,1,credit card,676363430254,200-56-4822
2023-04-21 19:42:43,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,762-73-7450
2023-04-21 19:55:48,sandwiches,ROAST BEEF SANDWICH,5.99,3,credit card,4709797468876682,200-56-4822
2023-04-21 19:56:58,sandwiches,GRILLED CHEESE,5.99,1,credit card,4678265162168597,091-03-7144
2023-04-21 19:58:28,drinks,CAFFÈ LATTE,8.99,1,cash,-,200-56-4822
2023-04-21 19:59:23,drinks,ESPRESSO,7.99,2,credit card,3533851602862464,091-03-7144
2023-04-21 20:00:17,drinks,FRAPPÉ,11.05,1,credit card,374814251299287,091-03-7144
2023-04-21 20:01:50,drinks,ESPRESSO,7.99,1,credit card,3572719108329514,200-56-4822
2023-04-21 20:07:24,drinks,ESPRESSO,7.99,2,credit card,4857328434062456178,200-56-4822
2023-04-21 20:08:08,drinks,CAFFÈ MOCHA,9.55,1,credit card,4097059408307022050,762-73-7450
2023-04-21 20:14:42,drinks,ESPRESSO,7.99,1,cash,-,091-03-7144
2023-04-21 20:16:46,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,576352353675,200-56-4822
2023-04-21 20:22:41,drinks,ESPRESSO,7.99,1,cash,-,200-56-4822
2023-04-21 20:28:46,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,4231367155626,091-03-7144
2023-04-21 20:30:34,drinks,CAFFÈ LATTE,8.99,1,credit card,502015970994,091-03-7144
2023-04-21 20:36:42,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4218165497690199,200-56-4822
2023-04-21 20:37:47,drinks,ICED MOCHA,10.99,1,credit card,346663300430855,091-03-7144
2023-04-21 20:38:17,drinks,CAFFÈ LATTE,8.99,2,cash,-,200-56-4822
2023-04-21 20:43:32,drinks,ICED MOCHA,10.99,1,credit card,6580343143508082,091-03-7144
2023-04-21 20:48:01,sandwiches,GRILLED CHEESE,5.99,1,credit card,4781955471935215,762-73-7450
2023-04-21 20:54:55,drinks,ESPRESSO,7.99,1,cash,-,091-03-7144
2023-04-21 20:58:06,drinks,FRAPPÉ,11.05,3,credit card,346025640124897,091-03-7144
2023-04-21 21:03:41,drinks,CAFFÈ MOCHA,9.55,2,cash,-,091-03-7144
2023-04-21 21:04:52,sandwiches,EGG SANDWICH,5.99,2,cash,-,762-73-7450
2023-04-21 21:05:44,drinks,CAPPUCCINO,9.99,2,cash,-,762-73-7450
2023-04-21 21:09:04,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4928556247094,091-03-7144
2023-04-21 21:14:40,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,091-03-7144
2023-04-21 21:16:39,drinks,CAPPUCCINO,9.99,3,cash,-,200-56-4822
2023-04-21 21:18:14,sandwiches,GRILLED CHEESE,5.99,2,cash,-,091-03-7144
2023-04-21 21:18:56,drinks,ICED MOCHA,10.99,1,credit card,4951976700021,200-56-4822
2023-04-21 21:19:29,drinks,CAFFÈ LATTE,8.99,2,cash,-,200-56-4822
2023-04-21 21:20:08,sandwiches,EGG SANDWICH,5.99,1,cash,-,762-73-7450
2023-04-21 21:27:12,drinks,ESPRESSO,7.99,1,credit card,3549900852984551,762-73-7450
2023-04-21 21:28:16,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,503833096251,200-56-4822
2023-04-21 21:28:59,drinks,CAFFÈ MOCHA,9.55,1,cash,-,762-73-7450
2023-04-21 21:32:07,drinks,FRAPPÉ,11.05,2,credit card,3518377089016712,762-73-7450
2023-04-21 21:35:45,drinks,CAFFÈ LATTE,8.99,2,credit card,344959233731571,200-56-4822
2023-04-21 21:36:42,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,200-56-4822
2023-04-21 21:37:24,drinks,ICED MOCHA,10.99,1,cash,-,091-03-7144
2023-04-21 21:39:00,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,762-73-7450
2023-04-21 21:41:14,drinks,ESPRESSO,7.99,1,credit card,4061699190060,762-73-7450
2023-04-21 21:44:07,sandwiches,GRILLED CHEESE,5.99,1,cash,-,200-56-4822
2023-04-21 21:44:17,drinks,CAFFÈ MOCHA,9.55,1,cash,-,091-03-7144
2023-04-21 21:49:51,drinks,FRAPPÉ,11.05,1,credit card,676334104608,091-03-7144
2023-04-21 21:50:01,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4110051300378029487,200-56-4822
2023-04-21 21:56:39,sandwiches,GRILLED CHEESE,5.99,2,cash,-,200-56-4822
2023-04-21 22:04:23,sandwiches,EGG SANDWICH,5.99,1,credit card,3558245161538302,762-73-7450
2023-04-21 22:06:15,drinks,CAFFÈ MOCHA,9.55,2,credit card,3539383633355478,200-56-4822
2023-04-21 22:07:47,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,762-73-7450
2023-04-21 22:12:19,drinks,FRAPPÉ,11.05,1,credit card,30275423019290,091-03-7144
2023-04-21 22:13:09,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,762-73-7450
2023-04-21 22:15:09,sandwiches,EGG SANDWICH,5.99,2,credit card,3575667451173558,091-03-7144
2023-04-21 22:19:12,sandwiches,GRILLED CHEESE,5.99,1,cash,-,762-73-7450
2023-04-21 22:24:11,drinks,FRAPPÉ,11.05,2,credit card,4517977131581891,762-73-7450
2023-04-21 22:24:51,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,4514976846939271450,091-03-7144
2023-04-21 22:29:27,drinks,CAFFÈ LATTE,8.99,1,credit card,4328225525048,200-56-4822
2023-04-21 22:29:40,drinks,CAFFÈ MOCHA,9.55,1,credit card,4960402656826409,762-73-7450
2023-04-21 22:38:38,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,3505517209793071,091-03-7144
2023-04-21 22:56:00,drinks,ICED MOCHA,10.99,3,cash,-,091-03-7144
2023-04-21 22:57:07,drinks,FRAPPÉ,11.05,1,credit card,2272464781066076,762-73-7450
2023-04-21 22:57:57,drinks,CAFFÈ LATTE,8.99,1,credit card,4771255318334918,091-03-7144
2023-04-21 23:04:43,drinks,FRAPPÉ,11.05,1,cash,-,200-56-4822
2023-04-21 23:04:54,drinks,CAPPUCCINO,9.99,2,credit card,6011073510774954,091-03-7144
2023-04-21 23:05:40,drinks,FRAPPÉ,11.05,2,credit card,2633909356991136,200-56-4822
2023-04-21 23:19:03,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,091-03-7144
2023-04-21 23:26:57,sandwiches,NUTELLA SANDWICH,5.99,3,cash,-,762-73-7450
2023-04-21 23:27:21,sandwiches,NUTELLA SANDWICH,5.99,3,cash,-,091-03-7144
2023-04-21 23:32:56,sandwiches,EGG SANDWICH,5.99,2,cash,-,091-03-7144
2023-04-21 23:33:45,drinks,CAPPUCCINO,9.99,1,credit card,3553247903886895,762-73-7450
2023-04-21 23:38:34,drinks,CAFFÈ MOCHA,9.55,2,credit card,503827442768,200-56-4822
2023-04-21 23:46:01,drinks,CAFFÈ MOCHA,9.55,2,cash,-,200-56-4822
2023-04-21 23:48:21,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,2682679012680130,200-56-4822
2023-04-21 23:51:25,drinks,CAFFÈ LATTE,8.99,3,credit card,060423132392,091-03-7144
2023-04-21 23:54:53,drinks,ESPRESSO,7.99,1,credit card,6011148689316447,200-56-4822
2023-04-21 23:55:21,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,3501609686796638,762-73-7450
2023-04-21 23:55:51,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,200-56-4822
2023-04-22 00:05:26,drinks,CAFFÈ LATTE,8.99,2,credit card,5242004472452589,088-26-1872
2023-04-22 00:10:55,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,896-85-4804
2023-04-22 00:13:08,drinks,CAFFÈ LATTE,8.99,2,credit card,3546846129844446,088-26-1872
2023-04-22 00:31:58,sandwiches,EGG SANDWICH,5.99,2,cash,-,088-26-1872
2023-04-22 00:41:18,drinks,ICED MOCHA,10.99,1,credit card,4574754748218068577,088-26-1872
2023-04-22 00:48:06,drinks,CAPPUCCINO,9.99,2,credit card,4784993761845,088-26-1872
2023-04-22 00:51:43,sandwiches,GRILLED CHEESE,5.99,1,credit card,180088876511848,353-18-4629
2023-04-22 00:54:41,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,38692351108030,896-85-4804
2023-04-22 00:55:58,sandwiches,EGG SANDWICH,5.99,2,credit card,2246354291780162,896-85-4804
2023-04-22 01:09:08,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,2277556139884293,088-26-1872
2023-04-22 01:14:13,sandwiches,EGG SANDWICH,5.99,2,cash,-,896-85-4804
2023-04-22 01:24:47,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,896-85-4804
2023-04-22 01:25:37,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,088-26-1872
2023-04-22 01:39:30,drinks,CAFFÈ LATTE,8.99,2,credit card,502027061477,088-26-1872
2023-04-22 01:44:53,sandwiches,ROAST BEEF SANDWICH,5.99,1,credit card,5172832451425398,896-85-4804
2023-04-22 01:49:31,drinks,FRAPPÉ,11.05,2,credit card,30557965626727,353-18-4629
2023-04-22 01:57:23,drinks,CAFFÈ LATTE,8.99,1,cash,-,896-85-4804
2023-04-22 02:03:10,drinks,CAFFÈ LATTE,8.99,2,cash,-,088-26-1872
2023-04-22 02:15:14,drinks,ICED MOCHA,10.99,2,credit card,345912864650965,353-18-4629
2023-04-22 02:19:34,sandwiches,EGG SANDWICH,5.99,2,cash,-,088-26-1872
2023-04-22 02:26:23,drinks,ICED MOCHA,10.99,2,credit card,3591057083095421,088-26-1872
2023-04-22 02:38:28,drinks,ICED MOCHA,10.99,3,credit card,4815322287013267,088-26-1872
2023-04-22 02:40:37,sandwiches,GRILLED CHEESE,5.99,1,cash,-,353-18-4629
2023-04-22 02:46:14,sandwiches,EGG SANDWICH,5.99,2,cash,-,896-85-4804
2023-04-22 02:49:47,drinks,CAFFÈ MOCHA,9.55,1,credit card,3590371702190682,353-18-4629
2023-04-22 02:51:46,drinks,ICED MOCHA,10.99,3,credit card,4403797693019,088-26-1872
2023-04-22 02:54:12,sandwiches,EGG SANDWICH,5.99,2,credit card,4106733466701,353-18-4629
2023-04-22 03:19:27,drinks,CAFFÈ LATTE,8.99,1,cash,-,088-26-1872
2023-04-22 03:19:54,drinks,CAFFÈ LATTE,8.99,3,credit card,4438003896409687403,088-26-1872
2023-04-22 03:22:18,drinks,ICED MOCHA,10.99,2,cash,-,088-26-1872
2023-04-22 03:48:28,drinks,ESPRESSO,7.99,2,credit card,589074266398,088-26-1872
2023-04-22 03:53:37,drinks,ICED MOCHA,10.99,1,credit card,4437373026602353652,353-18-4629
2023-04-22 03:58:04,drinks,CAFFÈ LATTE,8.99,2,credit card,5207329045879627,896-85-4804
2023-04-22 04:00:07,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,088-26-1872
2023-04-22 04:01:12,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,375839534671183,088-26-1872
2023-04-22 04:15:21,sandwiches,EGG SANDWICH,5.99,1,cash,-,353-18-4629
2023-04-22 04:17:35,sandwiches,GRILLED CHEESE,5.99,1,credit card,4002138977477,353-18-4629
2023-04-22 04:29:32,drinks,FRAPPÉ,11.05,1,credit card,4271923963231854,896-85-4804
2023-04-22 04:48:25,sandwiches,EGG SANDWICH,5.99,1,credit card,4735899428822,896-85-4804
2023-04-22 04:53:10,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,088-26-1872
2023-04-22 04:59:41,drinks,CAPPUCCINO,9.99,1,credit card,3522022650072892,088-26-1872
2023-04-22 05:01:51,drinks,FRAPPÉ,11.05,2,credit card,3546188689592622,088-26-1872
2023-04-22 05:08:10,drinks,ESPRESSO,7.99,1,credit card,374915268413959,353-18-4629
2023-04-22 05:09:13,drinks,CAPPUCCINO,9.99,1,credit card,6011289149278098,896-85-4804
2023-04-22 05:10:59,sandwiches,EGG SANDWICH,5.99,1,credit card,4000127199833651,088-26-1872
2023-04-22 05:15:13,drinks,ESPRESSO,7.99,2,credit card,36637769921443,353-18-4629
2023-04-22 05:19:55,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,896-85-4804
2023-04-22 05:21:02,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4965220210596232768,088-26-1872
2023-04-22 05:26:28,drinks,ESPRESSO,7.99,1,credit card,180084861950109,896-85-4804
2023-04-22 05:28:47,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,3526832651591930,896-85-4804
2023-04-22 05:40:43,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,088-26-1872
2023-04-22 05:42:11,drinks,ESPRESSO,7.99,3,credit card,4380172637672,896-85-4804
2023-04-22 05:47:50,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,30229737502871,896-85-4804
2023-04-22 05:49:10,drinks,FRAPPÉ,11.05,1,cash,-,088-26-1872
2023-04-22 05:52:30,drinks,CAFFÈ MOCHA,9.55,1,cash,-,088-26-1872
2023-04-22 05:55:41,drinks,ESPRESSO,7.99,2,cash,-,088-26-1872
2023-04-22 06:03:38,drinks,CAFFÈ LATTE,8.99,2,credit card,4165606879446935,353-18-4629
2023-04-22 06:06:57,sandwiches,EGG SANDWICH,5.99,1,cash,-,353-18-4629
2023-04-22 06:07:29,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,353-18-4629
2023-04-22 06:14:06,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4873487842432010,896-85-4804
2023-04-22 06:14:16,drinks,ESPRESSO,7.99,2,credit card,180029004512993,088-26-1872
2023-04-22 06:19:27,drinks,CAPPUCCINO,9.99,2,cash,-,896-85-4804
2023-04-22 06:20:28,drinks,CAFFÈ MOCHA,9.55,1,cash,-,896-85-4804
2023-04-22 06:22:59,drinks,FRAPPÉ,11.05,2,credit card,30421892321599,088-26-1872
2023-04-22 06:24:33,sandwiches,GRILLED CHEESE,5.99,1,cash,-,896-85-4804
2023-04-22 06:25:55,drinks,ICED MOCHA,10.99,1,credit card,36833015046578,088-26-1872
2023-04-22 06:27:09,drinks,FRAPPÉ,11.05,1,cash,-,353-18-4629
2023-04-22 06:34:08,sandwiches,EGG SANDWICH,5.99,2,credit card,630468761857,896-85-4804
2023-04-22 06:34:20,drinks,ESPRESSO,7.99,1,cash,-,353-18-4629
2023-04-22 06:35:29,sandwiches,EGG SANDWICH,5.99,1,credit card,376424053915177,088-26-1872
2023-04-22 06:35:32,drinks,ESPRESSO,7.99,1,credit card,4114317557712026,896-85-4804
2023-04-22 06:37:50,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,6011712865714640,353-18-4629
2023-04-22 06:43:19,drinks,ICED MOCHA,10.99,2,credit card,3598159115644664,353-18-4629
2023-04-22 06:45:56,drinks,CAPPUCCINO,9.99,1,credit card,3577896964025611,088-26-1872
2023-04-22 06:46:52,sandwiches,EGG SANDWICH,5.99,1,credit card,570090364441,353-18-4629
2023-04-22 06:48:07,sandwiches,GRILLED CHEESE,5.99,1,credit card,4015581320342,353-18-4629
2023-04-22 06:48:40,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,36228024541661,088-26-1872
2023-04-22 06:51:28,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,4723277604495,896-85-4804
2023-04-22 06:51:54,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,630414274344,896-85-4804
2023-04-22 06:57:21,drinks,FRAPPÉ,11.05,2,credit card,639030396563,353-18-4629
2023-04-22 06:57:37,drinks,FRAPPÉ,11.05,2,cash,-,353-18-4629
2023-04-22 06:59:22,drinks,ICED MOCHA,10.99,2,cash,-,353-18-4629
2023-04-22 07:02:32,drinks,FRAPPÉ,11.05,3,credit card,3596536119222690,088-26-1872
2023-04-22 07:03:42,drinks,CAFFÈ MOCHA,9.55,1,cash,-,896-85-4804
2023-04-22 07:04:49,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,3570936867266594,088-26-1872
2023-04-22 07:09:22,drinks,ICED MOCHA,10.99,1,cash,-,088-26-1872
2023-04-22 07:09:56,drinks,ESPRESSO,7.99,2,cash,-,088-26-1872
2023-04-22 07:10:12,sandwiches,GRILLED CHEESE,5.99,2,credit card,4614219207782406,088-26-1872
2023-04-22 07:10:18,sandwiches,GRILLED CHEESE,5.99,1,cash,-,896-85-4804
2023-04-22 07:10:41,sandwiches,GRILLED CHEESE,5.99,1,credit card,4920651928910891,896-85-4804
2023-04-22 07:10:54,drinks,CAFFÈ LATTE,8.99,2,credit card,4475588855344901,088-26-1872
2023-04-22 07:11:56,drinks,CAFFÈ LATTE,8.99,1,cash,-,088-26-1872
2023-04-22 07:14:57,drinks,CAPPUCCINO,9.99,2,cash,-,353-18-4629
2023-04-22 07:18:11,drinks,ESPRESSO,7.99,1,cash,-,353-18-4629
2023-04-22 07:19:29,drinks,ICED MOCHA,10.99,1,credit card,2230432564238874,896-85-4804
2023-04-22 07:21:28,drinks,CAFFÈ MOCHA,9.55,1,cash,-,088-26-1872
2023-04-22 07:23:13,drinks,CAPPUCCINO,9.99,1,credit card,213145183358437,088-26-1872
2023-04-22 07:23:35,sandwiches,GRILLED CHEESE,5.99,1,cash,-,896-85-4804
2023-04-22 07:24:35,drinks,FRAPPÉ,11.05,1,credit card,370691785524263,088-26-1872
2023-04-22 07:28:12,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,353-18-4629
2023-04-22 07:29:35,sandwiches,GRILLED CHEESE,5.99,1,cash,-,353-18-4629
2023-04-22 07:30:57,sandwiches,GRILLED CHEESE,5.99,1,credit card,4637472439192877,088-26-1872
2023-04-22 07:37:19,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,4861448059184144,088-26-1872
2023-04-22 07:42:31,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,4191619067895019,896-85-4804
2023-04-22 07:44:35,drinks,CAPPUCCINO,9.99,2,credit card,213157066349565,896-85-4804
2023-04-22 07:45:48,drinks,CAFFÈ MOCHA,9.55,2,credit card,180009654661985,896-85-4804
2023-04-22 07:46:20,sandwiches,GRILLED CHEESE,5.99,1,credit card,4310954360151307,088-26-1872
2023-04-22 07:50:10,sandwiches,GRILLED CHEESE,5.99,2,credit card,3567039281330495,896-85-4804
2023-04-22 07:50:38,drinks,ESPRESSO,7.99,3,credit card,3524893850709071,353-18-4629
2023-04-22 07:52:20,drinks,CAPPUCCINO,9.99,2,credit card,3527867802385179,353-18-4629
2023-04-22 07:53:55,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,4480645617189090,896-85-4804
2023-04-22 07:55:58,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,30100677241657,088-26-1872
2023-04-22 08:02:42,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,353-18-4629
2023-04-22 08:05:11,sandwiches,GRILLED CHEESE,5.99,2,cash,-,088-26-1872
2023-04-22 08:05:31,sandwiches,ROAST BEEF SANDWICH,5.99,1,cash,-,353-18-4629
2023-04-22 08:07:52,drinks,ICED MOCHA,10.99,1,cash,-,088-26-1872
2023-04-22 08:08:00,sandwiches,GRILLED CHEESE,5.99,1,cash,-,353-18-4629
2023-04-22 08:11:06,drinks,CAFFÈ LATTE,8.99,3,credit card,4363309698369854291,088-26-1872
2023-04-22 08:12:28,drinks,CAFFÈ MOCHA,9.55,2,credit card,3573314152771743,088-26-1872
2023-04-22 08:16:50,drinks,CAFFÈ LATTE,8.99,2,credit card,3570803948432142,353-18-4629
2023-04-22 08:19:26,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,4968279294501764,896-85-4804
2023-04-22 08:22:13,sandwiches,GRILLED CHEESE,5.99,1,cash,-,896-85-4804
2023-04-22 08:27:30,sandwiches,GRILLED CHEESE,5.99,2,cash,-,088-26-1872
2023-04-22 08:29:05,drinks,ESPRESSO,7.99,1,cash,-,353-18-4629
2023-04-22 08:31:43,sandwiches,GRILLED CHEESE,5.99,2,credit card,4548405851894,088-26-1872
2023-04-22 08:40:23,drinks,FRAPPÉ,11.05,2,credit card,180010538642282,896-85-4804
2023-04-22 08:43:29,sandwiches,ROAST BEEF SANDWICH,5.99,2,credit card,4095095472029,896-85-4804
2023-04-22 08:48:29,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,30037718051424,088-26-1872
2023-04-22 08:50:07,sandwiches,NUTELLA SANDWICH,5.99,2,cash,-,088-26-1872
2023-04-22 08:50:42,drinks,ICED MOCHA,10.99,1,credit card,3560434611097350,088-26-1872
2023-04-22 08:52:13,sandwiches,EGG SANDWICH,5.99,2,credit card,4862495475724,896-85-4804
2023-04-22 08:53:06,drinks,CAPPUCCINO,9.99,2,credit card,4195414607583089251,896-85-4804
2023-04-22 08:53:47,sandwiches,GRILLED CHEESE,5.99,1,credit card,5552988938373708,896-85-4804
2023-04-22 09:01:47,drinks,CAFFÈ LATTE,8.99,1,cash,-,896-85-4804
2023-04-22 09:02:17,drinks,FRAPPÉ,11.05,2,credit card,3507825401026812,088-26-1872
2023-04-22 09:09:13,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,896-85-4804
2023-04-22 09:13:21,sandwiches,EGG SANDWICH,5.99,2,cash,-,896-85-4804
2023-04-22 09:13:48,drinks,CAFFÈ MOCHA,9.55,1,credit card,4011026388101741165,353-18-4629
2023-04-22 09:16:14,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,4973036778585594677,353-18-4629
2023-04-22 09:18:44,sandwiches,GRILLED CHEESE,5.99,3,cash,-,896-85-4804
2023-04-22 09:19:28,sandwiches,GRILLED CHEESE,5.99,3,cash,-,088-26-1872
2023-04-22 09:21:55,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,6011342127893667,896-85-4804
2023-04-22 09:22:28,drinks,FRAPPÉ,11.05,2,cash,-,353-18-4629
2023-04-22 09:22:53,drinks,ICED MOCHA,10.99,2,credit card,3572568803185188,088-26-1872
2023-04-22 09:23:04,drinks,CAFFÈ MOCHA,9.55,1,credit card,3567486976831784,088-26-1872
2023-04-22 09:25:44,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,376191561697783,896-85-4804
2023-04-22 09:25:52,drinks,CAFFÈ LATTE,8.99,1,credit card,2704336332985772,896-85-4804
2023-04-22 09:26:24,drinks,CAPPUCCINO,9.99,3,credit card,2236826274609643,896-85-4804
2023-04-22 09:30:05,sandwiches,GRILLED CHEESE,5.99,1,credit card,213196808332786,896-85-4804
2023-04-22 09:30:43,sandwiches,NUTELLA SANDWICH,5.99,2,credit card,6506238253196986,088-26-1872
2023-04-22 09:31:52,sandwiches,GRILLED CHEESE,5.99,2,credit card,3565973871584081,353-18-4629
2023-04-22 09:32:17,sandwiches,ROAST BEEF SANDWICH,5.99,2,cash,-,896-85-4804
2023-04-22 09:33:02,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,353-18-4629
2023-04-22 09:33:21,sandwiches,NUTELLA SANDWICH,5.99,1,cash,-,353-18-4629
2023-04-22 09:34:11,drinks,CAFFÈ LATTE,8.99,1,credit card,3580351682006787,896-85-4804
2023-04-22 09:36:52,sandwiches,GRILLED CHEESE,5.99,1,cash,-,088-26-1872
2023-04-22 09:42:07,drinks,FRAPPÉ,11.05,1,credit card,3558002870375272,353-18-4629
2023-04-22 09:49:37,drinks,FRAPPÉ,11.05,1,cash,-,088-26-1872
2023-04-22 09:51:35,sandwiches,NUTELLA SANDWICH,5.99,1,credit card,3563231796427999,088-26-1872
2023-04-22 09:54:19,sandwiches,EGG SANDWICH,5.99,1,cash,-,088-26-1872
2023-04-22 09:55:03,sandwiches,GRILLED CHEESE,5.99,2,cash,-,353-18-4629
2023-04-22 09:55:10,drinks,CAFFÈ MOCHA,9.55,2,credit card,342924200186805,353-18-4629
2023-04-22 09:56:43,sandwiches,EGG SANDWICH,5.99,3,credit card,4173773546922054042,896-85-4804
2023-04-22 09:57:18,sandwiches,GRILLED CHEESE,5.99,2,credit card,4074934189832097102,088-26-1872
2023-04-22 09:57:21,drinks,ICED MOCHA,10.99,1,credit card,180013386910090,088-26-1872
2023-04-22 09:58:44,drinks,CAPPUCCINO,9.99,3,credit card,4276975965827639,353-18-4629
